,DateTime
4847,1924-04-08
4848,1924-04-09
4849,1924-04-10
4850,1924-04-11
4851,1924-04-12
4852,1924-04-13
4853,1924-04-14
4854,1924-04-15
4855,1924-04-16
4856,1924-04-17
4857,1924-04-18
4858,1924-04-19
4859,1924-04-20
4860,1924-04-21
4861,1924-04-22
4862,1924-04-23
4863,1924-04-24
4864,1924-04-25
4865,1924-04-26
4866,1924-04-27
4867,1924-04-28
4868,1924-04-29
4869,1924-04-30
4870,1924-05-01
4871,1924-05-02
4872,1924-05-03
4873,1924-05-04
4874,1924-05-05
4875,1924-05-06
4876,1924-05-07
4877,1924-05-08
4878,1924-05-09
4879,1924-05-10
4880,1924-05-11
4881,1924-05-12
4882,1924-05-13
4883,1924-05-14
4884,1924-05-15
4885,1924-05-16
4886,1924-05-17
4887,1924-05-18
4888,1924-05-19
4889,1924-05-20
4890,1924-05-21
4891,1924-05-22
4892,1924-05-23
4893,1924-05-24
4894,1924-05-25
4895,1924-05-26
4896,1924-05-27
4897,1924-05-28
4898,1924-05-29
4899,1924-05-30
4900,1924-05-31
4901,1924-06-01
4902,1924-06-02
4903,1924-06-03
4904,1924-06-04
4905,1924-06-05
4906,1924-06-06
4907,1924-06-07
4908,1924-06-08
4909,1924-06-09
4910,1924-06-10
4911,1924-06-11
4912,1924-06-12
4913,1924-06-13
4914,1924-06-14
4915,1924-06-15
4916,1924-06-16
4917,1924-06-17
4918,1924-06-18
4919,1924-06-19
4920,1924-06-20
4921,1924-06-21
4922,1924-06-22
4923,1924-06-23
4924,1924-06-24
4925,1924-06-25
4926,1924-06-26
4927,1924-06-27
4928,1924-06-28
4929,1924-06-29
4930,1924-06-30
4931,1924-07-01
4932,1924-07-02
4933,1924-07-03
4934,1924-07-04
4935,1924-07-05
4936,1924-07-06
4937,1924-07-07
4938,1924-07-08
4939,1924-07-09
4940,1924-07-10
4941,1924-07-11
4942,1924-07-12
4943,1924-07-13
4944,1924-07-14
4945,1924-07-15
4946,1924-07-16
4947,1924-07-17
4948,1924-07-18
4949,1924-07-19
4950,1924-07-20
4951,1924-07-21
4952,1924-07-22
4953,1924-07-23
4954,1924-07-24
4955,1924-07-25
4956,1924-07-26
4957,1924-07-27
4958,1924-07-28
4959,1924-07-29
4960,1924-07-30
4961,1924-07-31
4962,1924-08-01
4963,1924-08-02
4964,1924-08-03
4965,1924-08-04
4966,1924-08-05
4967,1924-08-06
4968,1924-08-07
4969,1924-08-08
4970,1924-08-09
4971,1924-08-10
4972,1924-08-11
4973,1924-08-12
4974,1924-08-13
4975,1924-08-14
4976,1924-08-15
4977,1924-08-16
4978,1924-08-17
4979,1924-08-18
4980,1924-08-19
4981,1924-08-20
4982,1924-08-21
4983,1924-08-22
4984,1924-08-23
4985,1924-08-24
4986,1924-08-25
4987,1924-08-26
4988,1924-08-27
4989,1924-08-28
4990,1924-08-29
4991,1924-08-30
4992,1924-08-31
4993,1924-09-01
4994,1924-09-02
4995,1924-09-03
4996,1924-09-04
4997,1924-09-05
4998,1924-09-06
4999,1924-09-07
5000,1924-09-08
5001,1924-09-09
5002,1924-09-10
5003,1924-09-11
5004,1924-09-12
5005,1924-09-13
5006,1924-09-14
5007,1924-09-15
5008,1924-09-16
5009,1924-09-17
5010,1924-09-18
5011,1924-09-19
5012,1924-09-20
5013,1924-09-21
5014,1924-09-22
5015,1924-09-23
5016,1924-09-24
5017,1924-09-25
5018,1924-09-26
5019,1924-09-27
5020,1924-09-28
5021,1924-09-29
5022,1924-09-30
5023,1924-10-01
5024,1924-10-02
5025,1924-10-03
5026,1924-10-04
5027,1924-10-05
5028,1924-10-06
5029,1924-10-07
5030,1924-10-08
5031,1924-10-09
5032,1924-10-10
5033,1924-10-11
5034,1924-10-12
5035,1924-10-13
5036,1924-10-14
5037,1924-10-15
5038,1924-10-16
5039,1924-10-17
5040,1924-10-18
5041,1924-10-19
5042,1924-10-20
5043,1924-10-21
5044,1924-10-22
5045,1924-10-23
5046,1924-10-24
5047,1924-10-25
5048,1924-10-26
5049,1924-10-27
5050,1924-10-28
5051,1924-10-29
5052,1924-10-30
5053,1924-10-31
5054,1924-11-01
5055,1924-11-02
5056,1924-11-03
5057,1924-11-04
5058,1924-11-05
5059,1924-11-06
5060,1924-11-07
5061,1924-11-08
5062,1924-11-09
5063,1924-11-10
5064,1924-11-11
5065,1924-11-12
5066,1924-11-13
5067,1924-11-14
5068,1924-11-15
5069,1924-11-16
5070,1924-11-17
5071,1924-11-18
5072,1924-11-19
5073,1924-11-20
5074,1924-11-21
5075,1924-11-22
5076,1924-11-23
5077,1924-11-24
5078,1924-11-25
5079,1924-11-26
5080,1924-11-27
5081,1924-11-28
5082,1924-11-29
5083,1924-11-30
5084,1924-12-01
5085,1924-12-02
5086,1924-12-03
5087,1924-12-04
5088,1924-12-05
5089,1924-12-06
5090,1924-12-07
5091,1924-12-08
5092,1924-12-09
5093,1924-12-10
5094,1924-12-11
5095,1924-12-12
5096,1924-12-13
5097,1924-12-14
5098,1924-12-15
5099,1924-12-16
5100,1924-12-17
5101,1924-12-18
5102,1924-12-19
5103,1924-12-20
5104,1924-12-21
5105,1924-12-22
5106,1924-12-23
5107,1924-12-24
5108,1924-12-25
5109,1924-12-26
5110,1924-12-27
5111,1924-12-28
5112,1924-12-29
5113,1924-12-30
5114,1924-12-31
5115,1925-01-01
5116,1925-01-02
5117,1925-01-03
5118,1925-01-04
5119,1925-01-05
5120,1925-01-06
5121,1925-01-07
5122,1925-01-08
5123,1925-01-09
5124,1925-01-10
5125,1925-01-11
5126,1925-01-12
5127,1925-01-13
5128,1925-01-14
5129,1925-01-15
5130,1925-01-16
5131,1925-01-17
5132,1925-01-18
5133,1925-01-19
5134,1925-01-20
5135,1925-01-21
5136,1925-01-22
5137,1925-01-23
5138,1925-01-24
5139,1925-01-25
5140,1925-01-26
5141,1925-01-27
5142,1925-01-28
5143,1925-01-29
5144,1925-01-30
5145,1925-01-31
5146,1925-02-01
5147,1925-02-02
5148,1925-02-03
5149,1925-02-04
5150,1925-02-05
5151,1925-02-06
5152,1925-02-07
5153,1925-02-08
5154,1925-02-09
5155,1925-02-10
5156,1925-02-11
5157,1925-02-12
5158,1925-02-13
5159,1925-02-14
5160,1925-02-15
5161,1925-02-16
5162,1925-02-17
5163,1925-02-18
5164,1925-02-19
5165,1925-02-20
5166,1925-02-21
5167,1925-02-22
5168,1925-02-23
5169,1925-02-24
5170,1925-02-25
5171,1925-02-26
5172,1925-02-27
5173,1925-02-28
5174,1925-03-01
5175,1925-03-02
5176,1925-03-03
5177,1925-03-04
5178,1925-03-05
5179,1925-03-06
5180,1925-03-07
5181,1925-03-08
5182,1925-03-09
5183,1925-03-10
5184,1925-03-11
5185,1925-03-12
5186,1925-03-13
5187,1925-03-14
5188,1925-03-15
5189,1925-03-16
5190,1925-03-17
5191,1925-03-18
5192,1925-03-19
5193,1925-03-20
5194,1925-03-21
5195,1925-03-22
5196,1925-03-23
5197,1925-03-24
5198,1925-03-25
5199,1925-03-26
5200,1925-03-27
5201,1925-03-28
5202,1925-03-29
5203,1925-03-30
5204,1925-03-31
5205,1925-04-01
5206,1925-04-02
5207,1925-04-03
5208,1925-04-04
5209,1925-04-05
5210,1925-04-06
5211,1925-04-07
5212,1925-04-08
5213,1925-04-09
5214,1925-04-10
5215,1925-04-11
5216,1925-04-12
5217,1925-04-13
5218,1925-04-14
5219,1925-04-15
5220,1925-04-16
5221,1925-04-17
5222,1925-04-18
5223,1925-04-19
5224,1925-04-20
5225,1925-04-21
5226,1925-04-22
5227,1925-04-23
5228,1925-04-24
5229,1925-04-25
5230,1925-04-26
5231,1925-04-27
5232,1925-04-28
5233,1925-04-29
5234,1925-04-30
5235,1925-05-01
5236,1925-05-02
5237,1925-05-03
5238,1925-05-04
5239,1925-05-05
5240,1925-05-06
5241,1925-05-07
5242,1925-05-08
5243,1925-05-09
5244,1925-05-10
5245,1925-05-11
5246,1925-05-12
5247,1925-05-13
5248,1925-05-14
5249,1925-05-15
5250,1925-05-16
5251,1925-05-17
5252,1925-05-18
5253,1925-05-19
5254,1925-05-20
5255,1925-05-21
5256,1925-05-22
5257,1925-05-23
5258,1925-05-24
5259,1925-05-25
5260,1925-05-26
5261,1925-05-27
5262,1925-05-28
5263,1925-05-29
5264,1925-05-30
5265,1925-05-31
5266,1925-06-01
5267,1925-06-02
5268,1925-06-03
5269,1925-06-04
5270,1925-06-05
5271,1925-06-06
5272,1925-06-07
5273,1925-06-08
5274,1925-06-09
5275,1925-06-10
5276,1925-06-11
5277,1925-06-12
5278,1925-06-13
5279,1925-06-14
5280,1925-06-15
5281,1925-06-16
5282,1925-06-17
5283,1925-06-18
5284,1925-06-19
5285,1925-06-20
5286,1925-06-21
5287,1925-06-22
5288,1925-06-23
5289,1925-06-24
5290,1925-06-25
5291,1925-06-26
5292,1925-06-27
5293,1925-06-28
5294,1925-06-29
5295,1925-06-30
5296,1925-07-01
5297,1925-07-02
5298,1925-07-03
5299,1925-07-04
5300,1925-07-05
5301,1925-07-06
5302,1925-07-07
5303,1925-07-08
5304,1925-07-09
5305,1925-07-10
5306,1925-07-11
5307,1925-07-12
5308,1925-07-13
5309,1925-07-14
5310,1925-07-15
5311,1925-07-16
5312,1925-07-17
5313,1925-07-18
5314,1925-07-19
5315,1925-07-20
5316,1925-07-21
5317,1925-07-22
5318,1925-07-23
5319,1925-07-24
5320,1925-07-25
5321,1925-07-26
5322,1925-07-27
5323,1925-07-28
5324,1925-07-29
5325,1925-07-30
5326,1925-07-31
5327,1925-08-01
5328,1925-08-02
5329,1925-08-03
5330,1925-08-04
5331,1925-08-05
5332,1925-08-06
5333,1925-08-07
5334,1925-08-08
5335,1925-08-09
5336,1925-08-10
5337,1925-08-11
5338,1925-08-12
5339,1925-08-13
5340,1925-08-14
5341,1925-08-15
5342,1925-08-16
5343,1925-08-17
5344,1925-08-18
5345,1925-08-19
5346,1925-08-20
5347,1925-08-21
5348,1925-08-22
5349,1925-08-23
5350,1925-08-24
5351,1925-08-25
5352,1925-08-26
5353,1925-08-27
5354,1925-08-28
5355,1925-08-29
5356,1925-08-30
5357,1925-08-31
5358,1925-09-01
5359,1925-09-02
5360,1925-09-03
5361,1925-09-04
5362,1925-09-05
5363,1925-09-06
5364,1925-09-07
5365,1925-09-08
5366,1925-09-09
5367,1925-09-10
5368,1925-09-11
5369,1925-09-12
5370,1925-09-13
5371,1925-09-14
5372,1925-09-15
5373,1925-09-16
5374,1925-09-17
5375,1925-09-18
5376,1925-09-19
5377,1925-09-20
5378,1925-09-21
5379,1925-09-22
5380,1925-09-23
5381,1925-09-24
5382,1925-09-25
5383,1925-09-26
5384,1925-09-27
5385,1925-09-28
5386,1925-09-29
5387,1925-09-30
5388,1925-10-01
5389,1925-10-02
5390,1925-10-03
5391,1925-10-04
5392,1925-10-05
5393,1925-10-06
5394,1925-10-07
5395,1925-10-08
5396,1925-10-09
5397,1925-10-10
5398,1925-10-11
5399,1925-10-12
5400,1925-10-13
5401,1925-10-14
5402,1925-10-15
5403,1925-10-16
5404,1925-10-17
5405,1925-10-18
5406,1925-10-19
5407,1925-10-20
5408,1925-10-21
5409,1925-10-22
5410,1925-10-23
5411,1925-10-24
5412,1925-10-25
5413,1925-10-26
5414,1925-10-27
5415,1925-10-28
5416,1925-10-29
5417,1925-10-30
5418,1925-10-31
5419,1925-11-01
5420,1925-11-02
5421,1925-11-03
5422,1925-11-04
5423,1925-11-05
5424,1925-11-06
5425,1925-11-07
5426,1925-11-08
5427,1925-11-09
5428,1925-11-10
5429,1925-11-11
5430,1925-11-12
5431,1925-11-13
5432,1925-11-14
5433,1925-11-15
5434,1925-11-16
5435,1925-11-17
5436,1925-11-18
5437,1925-11-19
5438,1925-11-20
5439,1925-11-21
5440,1925-11-22
5441,1925-11-23
5442,1925-11-24
5443,1925-11-25
5444,1925-11-26
5445,1925-11-27
5446,1925-11-28
5447,1925-11-29
5448,1925-11-30
5449,1925-12-01
5450,1925-12-02
5451,1925-12-03
5452,1925-12-04
5453,1925-12-05
5454,1925-12-06
5455,1925-12-07
5456,1925-12-08
5457,1925-12-09
5458,1925-12-10
5459,1925-12-11
5460,1925-12-12
5461,1925-12-13
5462,1925-12-14
5463,1925-12-15
5464,1925-12-16
5465,1925-12-17
5466,1925-12-18
5467,1925-12-19
5468,1925-12-20
5469,1925-12-21
5470,1925-12-22
5471,1925-12-23
5472,1925-12-24
5473,1925-12-25
5474,1925-12-26
5475,1925-12-27
5476,1925-12-28
5477,1925-12-29
5478,1925-12-30
5479,1925-12-31
5480,1926-01-01
5481,1926-01-02
5482,1926-01-03
5483,1926-01-04
5484,1926-01-05
5485,1926-01-06
5486,1926-01-07
5487,1926-01-08
5488,1926-01-09
5489,1926-01-10
5490,1926-01-11
5491,1926-01-12
5492,1926-01-13
5493,1926-01-14
5494,1926-01-15
5495,1926-01-16
5496,1926-01-17
5497,1926-01-18
5498,1926-01-19
5499,1926-01-20
5500,1926-01-21
5501,1926-01-22
5502,1926-01-23
5503,1926-01-24
5504,1926-01-25
5505,1926-01-26
5506,1926-01-27
5507,1926-01-28
5508,1926-01-29
5509,1926-01-30
5510,1926-01-31
5511,1926-02-01
5512,1926-02-02
5513,1926-02-03
5514,1926-02-04
5515,1926-02-05
5516,1926-02-06
5517,1926-02-07
5518,1926-02-08
5519,1926-02-09
5520,1926-02-10
5521,1926-02-11
5522,1926-02-12
5523,1926-02-13
5524,1926-02-14
5525,1926-02-15
5526,1926-02-16
5527,1926-02-17
5528,1926-02-18
5529,1926-02-19
5530,1926-02-20
5531,1926-02-21
5532,1926-02-22
5533,1926-02-23
5534,1926-02-24
5535,1926-02-25
5536,1926-02-26
5537,1926-02-27
5538,1926-02-28
5539,1926-03-01
5540,1926-03-02
5541,1926-03-03
5542,1926-03-04
5543,1926-03-05
5544,1926-03-06
5545,1926-03-07
5546,1926-03-08
5547,1926-03-09
5548,1926-03-10
5549,1926-03-11
5550,1926-03-12
5551,1926-03-13
5552,1926-03-14
5553,1926-03-15
5554,1926-03-16
5555,1926-03-17
5556,1926-03-18
5557,1926-03-19
5558,1926-03-20
5559,1926-03-21
5560,1926-03-22
5561,1926-03-23
5562,1926-03-24
5563,1926-03-25
5564,1926-03-26
5565,1926-03-27
5566,1926-03-28
5567,1926-03-29
5568,1926-03-30
5569,1926-03-31
5570,1926-04-01
5571,1926-04-02
5572,1926-04-03
5573,1926-04-04
5574,1926-04-05
5575,1926-04-06
5576,1926-04-07
5577,1926-04-08
5578,1926-04-09
5579,1926-04-10
5580,1926-04-11
5581,1926-04-12
5582,1926-04-13
5583,1926-04-14
5584,1926-04-15
5585,1926-04-16
5586,1926-04-17
5587,1926-04-18
5588,1926-04-19
5589,1926-04-20
5590,1926-04-21
5591,1926-04-22
5592,1926-04-23
5593,1926-04-24
5594,1926-04-25
5595,1926-04-26
5596,1926-04-27
5597,1926-04-28
5598,1926-04-29
5599,1926-04-30
5600,1926-05-01
5601,1926-05-02
5602,1926-05-03
5603,1926-05-04
5604,1926-05-05
5605,1926-05-06
5606,1926-05-07
5607,1926-05-08
5608,1926-05-09
5609,1926-05-10
5610,1926-05-11
5611,1926-05-12
5612,1926-05-13
5613,1926-05-14
5614,1926-05-15
5615,1926-05-16
5616,1926-05-17
5617,1926-05-18
5618,1926-05-19
5619,1926-05-20
5620,1926-05-21
5621,1926-05-22
5622,1926-05-23
5623,1926-05-24
5624,1926-05-25
5625,1926-05-26
5626,1926-05-27
5627,1926-05-28
5628,1926-05-29
5629,1926-05-30
5630,1926-05-31
5631,1926-06-01
5632,1926-06-02
5633,1926-06-03
5634,1926-06-04
5635,1926-06-05
5636,1926-06-06
5637,1926-06-07
5638,1926-06-08
5639,1926-06-09
5640,1926-06-10
5641,1926-06-11
5642,1926-06-12
5643,1926-06-13
5644,1926-06-14
5645,1926-06-15
5646,1926-06-16
5647,1926-06-17
5648,1926-06-18
5649,1926-06-19
5650,1926-06-20
5651,1926-06-21
5652,1926-06-22
5653,1926-06-23
5654,1926-06-24
5655,1926-06-25
5656,1926-06-26
5657,1926-06-27
5658,1926-06-28
5659,1926-06-29
5660,1926-06-30
5661,1926-07-01
5662,1926-07-02
5663,1926-07-03
5664,1926-07-04
5665,1926-07-05
5666,1926-07-06
5667,1926-07-07
5668,1926-07-08
5669,1926-07-09
5670,1926-07-10
5671,1926-07-11
5672,1926-07-12
5673,1926-07-13
5674,1926-07-14
5675,1926-07-15
5676,1926-07-16
5677,1926-07-17
5678,1926-07-18
5679,1926-07-19
5680,1926-07-20
5681,1926-07-21
5682,1926-07-22
5683,1926-07-23
5684,1926-07-24
5685,1926-07-25
5686,1926-07-26
5687,1926-07-27
5688,1926-07-28
5689,1926-07-29
5690,1926-07-30
5691,1926-07-31
5692,1926-08-01
5693,1926-08-02
5694,1926-08-03
5695,1926-08-04
5696,1926-08-05
5697,1926-08-06
5698,1926-08-07
5699,1926-08-08
5700,1926-08-09
5701,1926-08-10
5702,1926-08-11
5703,1926-08-12
5704,1926-08-13
5705,1926-08-14
5706,1926-08-15
5707,1926-08-16
5708,1926-08-17
5709,1926-08-18
5710,1926-08-19
5711,1926-08-20
5712,1926-08-21
5713,1926-08-22
5714,1926-08-23
5715,1926-08-24
5716,1926-08-25
5717,1926-08-26
5718,1926-08-27
5719,1926-08-28
5720,1926-08-29
5721,1926-08-30
5722,1926-08-31
5723,1926-09-01
5724,1926-09-02
5725,1926-09-03
5726,1926-09-04
5727,1926-09-05
5728,1926-09-06
5729,1926-09-07
5730,1926-09-08
5731,1926-09-09
5732,1926-09-10
5733,1926-09-11
5734,1926-09-12
5735,1926-09-13
5736,1926-09-14
5737,1926-09-15
5738,1926-09-16
5739,1926-09-17
5740,1926-09-18
5741,1926-09-19
5742,1926-09-20
5743,1926-09-21
5744,1926-09-22
5745,1926-09-23
5746,1926-09-24
5747,1926-09-25
5748,1926-09-26
5749,1926-09-27
5750,1926-09-28
5751,1926-09-29
5752,1926-09-30
5753,1926-10-01
5754,1926-10-02
5755,1926-10-03
5756,1926-10-04
5757,1926-10-05
5758,1926-10-06
5759,1926-10-07
5760,1926-10-08
5761,1926-10-09
5762,1926-10-10
5763,1926-10-11
5764,1926-10-12
5765,1926-10-13
5766,1926-10-14
5767,1926-10-15
5768,1926-10-16
5769,1926-10-17
5770,1926-10-18
5771,1926-10-19
5772,1926-10-20
5773,1926-10-21
5774,1926-10-22
5775,1926-10-23
5776,1926-10-24
5777,1926-10-25
5778,1926-10-26
5779,1926-10-27
5780,1926-10-28
5781,1926-10-29
5782,1926-10-30
5783,1926-10-31
5784,1926-11-01
5785,1926-11-02
5786,1926-11-03
5787,1926-11-04
5788,1926-11-05
5789,1926-11-06
5790,1926-11-07
5791,1926-11-08
5792,1926-11-09
5793,1926-11-10
5794,1926-11-11
5795,1926-11-12
5796,1926-11-13
5797,1926-11-14
5798,1926-11-15
5799,1926-11-16
5800,1926-11-17
5801,1926-11-18
5802,1926-11-19
5803,1926-11-20
5804,1926-11-21
5805,1926-11-22
5806,1926-11-23
5807,1926-11-24
5808,1926-11-25
5809,1926-11-26
5810,1926-11-27
5811,1926-11-28
5812,1926-11-29
5813,1926-11-30
5814,1926-12-01
5815,1926-12-02
5816,1926-12-03
5817,1926-12-04
5818,1926-12-05
5819,1926-12-06
5820,1926-12-07
5821,1926-12-08
5822,1926-12-09
5823,1926-12-10
5824,1926-12-11
5825,1926-12-12
5826,1926-12-13
5827,1926-12-14
5828,1926-12-15
5829,1926-12-16
5830,1926-12-17
5831,1926-12-18
5832,1926-12-19
5833,1926-12-20
5834,1926-12-21
5835,1926-12-22
5836,1926-12-23
5837,1926-12-24
5838,1926-12-25
5839,1926-12-26
5840,1926-12-27
5841,1926-12-28
5842,1926-12-29
5843,1926-12-30
5844,1926-12-31
5845,1927-01-01
5846,1927-01-02
5847,1927-01-03
5848,1927-01-04
5849,1927-01-05
5850,1927-01-06
5851,1927-01-07
5852,1927-01-08
5853,1927-01-09
5854,1927-01-10
5855,1927-01-11
5856,1927-01-12
5857,1927-01-13
5858,1927-01-14
5859,1927-01-15
5860,1927-01-16
5861,1927-01-17
5862,1927-01-18
5863,1927-01-19
5864,1927-01-20
5865,1927-01-21
5866,1927-01-22
5867,1927-01-23
5868,1927-01-24
5869,1927-01-25
5870,1927-01-26
5871,1927-01-27
5872,1927-01-28
5873,1927-01-29
5874,1927-01-30
5875,1927-01-31
5876,1927-02-01
5877,1927-02-02
5878,1927-02-03
5879,1927-02-04
5880,1927-02-05
5881,1927-02-06
5882,1927-02-07
5883,1927-02-08
5884,1927-02-09
5885,1927-02-10
5886,1927-02-11
5887,1927-02-12
5888,1927-02-13
5889,1927-02-14
5890,1927-02-15
5891,1927-02-16
5892,1927-02-17
5893,1927-02-18
5894,1927-02-19
5895,1927-02-20
5896,1927-02-21
5897,1927-02-22
5898,1927-02-23
5899,1927-02-24
5900,1927-02-25
5901,1927-02-26
5902,1927-02-27
5903,1927-02-28
5904,1927-03-01
5905,1927-03-02
5906,1927-03-03
5907,1927-03-04
5908,1927-03-05
5909,1927-03-06
5910,1927-03-07
5911,1927-03-08
5912,1927-03-09
5913,1927-03-10
5914,1927-03-11
5915,1927-03-12
5916,1927-03-13
5917,1927-03-14
5918,1927-03-15
5919,1927-03-16
5920,1927-03-17
5921,1927-03-18
5922,1927-03-19
5923,1927-03-20
5924,1927-03-21
5925,1927-03-22
5926,1927-03-23
5927,1927-03-24
5928,1927-03-25
5929,1927-03-26
5930,1927-03-27
5931,1927-03-28
5932,1927-03-29
5933,1927-03-30
5934,1927-03-31
5935,1927-04-01
5936,1927-04-02
5937,1927-04-03
5938,1927-04-04
5939,1927-04-05
5940,1927-04-06
5941,1927-04-07
5942,1927-04-08
5943,1927-04-09
5944,1927-04-10
5945,1927-04-11
5946,1927-04-12
5947,1927-04-13
5948,1927-04-14
5949,1927-04-15
5950,1927-04-16
5951,1927-04-17
5952,1927-04-18
5953,1927-04-19
5954,1927-04-20
5955,1927-04-21
5956,1927-04-22
5957,1927-04-23
5958,1927-04-24
5959,1927-04-25
5960,1927-04-26
5961,1927-04-27
5962,1927-04-28
5963,1927-04-29
5964,1927-04-30
5965,1927-05-01
5966,1927-05-02
5967,1927-05-03
5968,1927-05-04
5969,1927-05-05
5970,1927-05-06
5971,1927-05-07
5972,1927-05-08
5973,1927-05-09
5974,1927-05-10
5975,1927-05-11
5976,1927-05-12
5977,1927-05-13
5978,1927-05-14
5979,1927-05-15
5980,1927-05-16
5981,1927-05-17
5982,1927-05-18
5983,1927-05-19
5984,1927-05-20
5985,1927-05-21
5986,1927-05-22
5987,1927-05-23
5988,1927-05-24
5989,1927-05-25
5990,1927-05-26
5991,1927-05-27
5992,1927-05-28
5993,1927-05-29
5994,1927-05-30
5995,1927-05-31
5996,1927-06-01
5997,1927-06-02
5998,1927-06-03
5999,1927-06-04
6000,1927-06-05
6001,1927-06-06
6002,1927-06-07
6003,1927-06-08
6004,1927-06-09
6005,1927-06-10
6006,1927-06-11
6007,1927-06-12
6008,1927-06-13
6009,1927-06-14
6010,1927-06-15
6011,1927-06-16
6012,1927-06-17
6013,1927-06-18
6014,1927-06-19
6015,1927-06-20
6016,1927-06-21
6017,1927-06-22
6018,1927-06-23
6019,1927-06-24
6020,1927-06-25
6021,1927-06-26
6022,1927-06-27
6023,1927-06-28
6024,1927-06-29
6025,1927-06-30
6026,1927-07-01
6027,1927-07-02
6028,1927-07-03
6029,1927-07-04
6030,1927-07-05
6031,1927-07-06
6032,1927-07-07
6033,1927-07-08
6034,1927-07-09
6035,1927-07-10
6036,1927-07-11
6037,1927-07-12
6038,1927-07-13
6039,1927-07-14
6040,1927-07-15
6041,1927-07-16
6042,1927-07-17
6043,1927-07-18
6044,1927-07-19
6045,1927-07-20
6046,1927-07-21
6047,1927-07-22
6048,1927-07-23
6049,1927-07-24
6050,1927-07-25
6051,1927-07-26
6052,1927-07-27
6053,1927-07-28
6054,1927-07-29
6055,1927-07-30
6056,1927-07-31
6057,1927-08-01
6058,1927-08-02
6059,1927-08-03
6060,1927-08-04
6061,1927-08-05
6062,1927-08-06
6063,1927-08-07
6064,1927-08-08
6065,1927-08-09
6066,1927-08-10
6067,1927-08-11
6068,1927-08-12
6069,1927-08-13
6070,1927-08-14
6071,1927-08-15
6072,1927-08-16
6073,1927-08-17
6074,1927-08-18
6075,1927-08-19
6076,1927-08-20
6077,1927-08-21
6078,1927-08-22
6079,1927-08-23
6080,1927-08-24
6081,1927-08-25
6082,1927-08-26
6083,1927-08-27
6084,1927-08-28
6085,1927-08-29
6086,1927-08-30
6087,1927-08-31
6088,1927-09-01
6089,1927-09-02
6090,1927-09-03
6091,1927-09-04
6092,1927-09-05
6093,1927-09-06
6094,1927-09-07
6095,1927-09-08
6096,1927-09-09
6097,1927-09-10
6098,1927-09-11
6099,1927-09-12
6100,1927-09-13
6101,1927-09-14
6102,1927-09-15
6103,1927-09-16
6104,1927-09-17
6105,1927-09-18
6106,1927-09-19
6107,1927-09-20
6108,1927-09-21
6109,1927-09-22
6110,1927-09-23
6111,1927-09-24
6112,1927-09-25
6113,1927-09-26
6114,1927-09-27
6115,1927-09-28
6116,1927-09-29
6117,1927-09-30
6118,1927-10-01
6119,1927-10-02
6120,1927-10-03
6121,1927-10-04
6122,1927-10-05
6123,1927-10-06
6124,1927-10-07
6125,1927-10-08
6126,1927-10-09
6127,1927-10-10
6128,1927-10-11
6129,1927-10-12
6130,1927-10-13
6131,1927-10-14
6132,1927-10-15
6133,1927-10-16
6134,1927-10-17
6135,1927-10-18
6136,1927-10-19
6137,1927-10-20
6138,1927-10-21
6139,1927-10-22
6140,1927-10-23
6141,1927-10-24
6142,1927-10-25
6143,1927-10-26
6144,1927-10-27
6145,1927-10-28
6146,1927-10-29
6147,1927-10-30
6148,1927-10-31
6149,1927-11-01
6150,1927-11-02
6151,1927-11-03
6152,1927-11-04
6153,1927-11-05
6154,1927-11-06
6155,1927-11-07
6156,1927-11-08
6157,1927-11-09
6158,1927-11-10
6159,1927-11-11
6160,1927-11-12
6161,1927-11-13
6162,1927-11-14
6163,1927-11-15
6164,1927-11-16
6165,1927-11-17
6166,1927-11-18
6167,1927-11-19
6168,1927-11-20
6169,1927-11-21
6170,1927-11-22
6171,1927-11-23
6172,1927-11-24
6173,1927-11-25
6174,1927-11-26
6175,1927-11-27
6176,1927-11-28
6177,1927-11-29
6178,1927-11-30
6179,1927-12-01
6180,1927-12-02
6181,1927-12-03
6182,1927-12-04
6183,1927-12-05
6184,1927-12-06
6185,1927-12-07
6186,1927-12-08
6187,1927-12-09
6188,1927-12-10
6189,1927-12-11
6190,1927-12-12
6191,1927-12-13
6192,1927-12-14
6193,1927-12-15
6194,1927-12-16
6195,1927-12-17
6196,1927-12-18
6197,1927-12-19
6198,1927-12-20
6199,1927-12-21
6200,1927-12-22
6201,1927-12-23
6202,1927-12-24
6203,1927-12-25
6204,1927-12-26
6205,1927-12-27
6206,1927-12-28
6207,1927-12-29
6208,1927-12-30
6209,1927-12-31
6210,1928-01-01
6211,1928-01-02
6212,1928-01-03
6213,1928-01-04
6214,1928-01-05
6215,1928-01-06
6216,1928-01-07
6217,1928-01-08
6218,1928-01-09
6219,1928-01-10
6220,1928-01-11
6221,1928-01-12
6222,1928-01-13
6223,1928-01-14
6224,1928-01-15
6225,1928-01-16
6226,1928-01-17
6227,1928-01-18
6228,1928-01-19
6229,1928-01-20
6230,1928-01-21
6231,1928-01-22
6232,1928-01-23
6233,1928-01-24
6234,1928-01-25
6235,1928-01-26
6236,1928-01-27
6237,1928-01-28
6238,1928-01-29
6239,1928-01-30
6240,1928-01-31
6241,1928-02-01
6242,1928-02-02
6243,1928-02-03
6244,1928-02-04
6245,1928-02-05
